49,0,6,0,0,0,0,0,0,0,15
0,23,0,0,0,0,0,0,0,9,38
1,0,44,0,0,0,1,0,0,0,24
0,0,5,47,0,0,0,0,0,0,18
0,0,4,0,29,0,0,0,0,0,37
2,0,4,0,0,54,2,1,0,0,7
0,0,4,0,0,0,45,0,0,0,21
0,0,0,0,0,0,0,58,0,0,12
1,0,1,0,0,0,0,0,45,0,23
0,0,1,0,0,0,0,0,0,54,15
0,0,0,0,0,0,0,0,0,0,0
